user_id,session_id,app_name,user,week,hour_part
0,2,Gmail,0,0,1
0,2,Google,0,0,1
0,2,Instagram,0,0,1
0,2,Google Chrome,0,0,1
0,3,Google Chrome,0,0,1
0,3,Google Chrome,0,0,1
0,3,Google Chrome,0,0,1
0,4,Google Chrome,0,0,1
0,4,Google Chrome,0,0,1
0,5,Google Chrome,0,0,2
0,5,Google Chrome,0,0,2
0,6,Google Chrome,0,0,2
0,6,Google Chrome,0,0,2
0,7,Google Chrome,0,0,2
0,7,Google Chrome,0,0,2
0,10,Google Chrome,0,0,2
0,10,Google Chrome,0,0,2
0,11,Google Chrome,0,0,3
0,12,Google Chrome,0,0,3
0,13,Google Chrome,0,0,3
0,13,Google Chrome,0,0,3
0,14,Google Chrome,0,0,3
0,15,Google Chrome,0,0,3
0,15,Maps,0,0,3
0,16,Google Chrome,0,0,3
0,17,YouTube,0,0,3
0,18,Google Chrome,0,0,3
0,18,Google Chrome,0,0,3
0,19,Google Chrome,0,0,3
0,19,Google Chrome,0,0,3
0,19,Facebook,0,0,3
0,20,Facebook,0,0,3
0,20,Maps,0,0,3
0,20,Google,0,0,3
0,21,Maps,0,0,4
0,21,Google,0,0,4
0,22,Google,0,0,4
0,22,Google,0,0,4
0,23,Google,0,0,4
0,24,Google,0,0,4
0,24,Google,0,0,4
0,25,Google,0,0,4
0,27,Google,0,0,5
0,27,Google,0,0,5
0,28,Google,0,0,5
0,28,YouTube,0,0,5
0,28,Maps,0,0,5
0,28,Google,0,0,5
0,29,Google,0,0,5
0,30,Gmail,0,0,5
0,31,Maps,0,0,5
0,31,Gmail,0,0,5
0,31,Gmail,0,0,5
0,31,Maps,0,0,5
0,31,Gmail,0,0,5
0,31,Gmail,0,0,5
0,31,Google,0,0,5
0,31,Google,0,0,5
0,31,Google Chrome,0,0,5
0,31,Google Chrome,0,0,5
0,31,Google,0,0,5
0,31,Google,0,0,5
0,31,Google,0,0,5
0,31,Google,0,0,5
0,31,Google,0,0,5
0,31,Google Chrome,0,0,5
0,32,Google Chrome,0,0,5
0,32,Google,0,0,5
0,41,Google,0,0,1
0,41,Gmail,0,0,1
0,41,Google,0,0,1
0,41,Instagram,0,0,1
0,41,Facebook,0,0,1
0,41,Instagram,0,0,1
0,41,Google,0,0,1
0,41,Google,0,0,1
0,42,Gmail,0,0,4
0,43,Google,0,0,5
0,43,Google,0,0,5
0,44,Gmail,0,0,5
0,44,Gmail,0,0,5
0,44,Gmail,0,0,5
0,44,Google,0,0,5
0,44,Google Chrome,0,0,5
0,44,Google Chrome,0,0,5
0,44,Google,0,0,5
0,44,Google,0,0,5
0,44,Google,0,0,5
0,44,Google,0,0,5
0,44,Google Chrome,0,0,5
0,44,Google Chrome,0,0,5
0,44,Google,0,0,5
0,44,Google,0,0,5
0,44,Google,0,0,5
0,44,Maps,0,0,5
0,46,Maps,0,0,5
0,46,Google,0,0,5
0,48,Google,0,0,0
0,48,Google,0,0,0
0,50,Google,0,0,0
0,50,Maps,0,0,0
0,50,Google Chrome,0,0,0
0,51,Google Chrome,0,0,0
0,51,Google Chrome,0,0,0
0,51,Google Chrome,0,0,0
0,54,Google Chrome,0,0,1
0,55,Google Chrome,0,0,1
0,55,Google,0,0,1
0,55,Google,0,0,1
0,55,Google Chrome,0,0,1
0,55,Google,0,0,1
0,55,Google,0,0,1
0,55,Google Chrome,0,0,1
0,55,Amazon Shopping,0,0,1
0,56,Google Chrome,0,0,1
0,57,Google,0,0,1
0,62,Facebook Messenger,0,0,2
0,71,Maps,0,0,3
0,71,Google,0,0,3
0,71,Google,0,0,3
0,72,Google,0,0,3
0,72,Maps,0,0,3
0,72,Google,0,0,3
0,73,Gmail,0,0,3
0,74,Google,0,0,3
0,74,Gmail,0,0,3
0,74,Maps,0,0,3
0,74,Google Chrome,0,0,3
0,74,Google Chrome,0,0,3
0,74,Google Chrome,0,0,3
0,74,Google Chrome,0,0,3
0,74,Google,0,0,3
0,74,Google,0,0,3
0,74,Google,0,0,3
0,78,Maps,0,0,3
0,78,Google,0,0,3
0,79,Maps,0,0,3
0,80,Facebook,0,0,3
0,81,Instagram,0,0,3
0,81,Google,0,0,3
0,81,Google,0,0,3
0,82,Google,0,0,3
0,83,Instagram,0,0,4
0,83,Instagram,0,0,4
0,84,Instagram,0,0,4
0,85,Instagram,0,0,4
0,86,Instagram,0,0,4
0,87,Maps,0,0,4
0,87,Instagram,0,0,4
0,87,Instagram,0,0,4
0,87,Google,0,0,4
0,87,Google,0,0,4
0,87,Google,0,0,4
0,87,Google Play Store,0,0,4
0,88,Google Play Store,0,0,4
0,88,Google,0,0,4
0,88,Google,0,0,4
0,88,Google Chrome,0,0,4
0,89,Google Chrome,0,0,4
0,89,Google,0,0,4
0,89,Google,0,0,4
0,91,Google,0,0,4
0,91,Google,0,0,4
0,92,Google,0,0,4
0,92,Google,0,0,4
0,92,Google Chrome,0,0,4
0,92,Google Chrome,0,0,4
0,93,Google Chrome,0,0,4
0,94,Google Chrome,0,0,4
0,94,Google Chrome,0,0,4
0,95,Maps,0,0,4
0,95,Google Chrome,0,0,4
0,95,Google Chrome,0,0,4
0,95,Google,0,0,4
0,95,Google Play Store,0,0,4
0,95,Google Play Store,0,0,4
0,98,Gmail,0,0,1
0,102,Gmail,0,0,2
0,102,Facebook Messenger,0,0,2
0,106,Google,0,0,3
0,107,Google,0,0,3
0,108,Google,0,0,3
0,109,Google,0,0,3
0,109,Gmail,0,0,3
0,109,Gmail,0,0,3
0,109,Google Chrome,0,0,3
0,109,Facebook Messenger,0,0,3
0,109,Gmail,0,0,3
0,109,Google,0,0,3
0,109,Google,0,0,3
0,109,Facebook Messenger,0,0,3
0,109,Facebook Messenger,0,0,3
0,109,Facebook Messenger,0,0,3
0,109,Google,0,0,3
0,109,Google,0,0,3
0,109,Instagram,0,0,3
0,109,Instagram,0,0,3
0,110,Maps,0,0,3
0,110,Instagram,0,0,3
0,110,Gmail,0,0,3
0,110,Gmail,0,0,3
0,110,Gmail,0,0,3
0,110,Gmail,0,0,3
0,111,Gmail,0,0,3
0,111,Gmail,0,0,3
0,112,Google,0,0,3
0,113,Gmail,0,0,3
0,114,Google,0,0,3
0,114,Google,0,0,3
0,114,Gmail,0,0,3
0,115,Gmail,0,0,4
0,116,Gmail,0,0,4
0,116,Gmail,0,0,4
0,116,Gmail,0,0,4
0,116,Gmail,0,0,4
0,116,Google,0,0,4
0,117,Google,0,0,4
0,119,Google,0,0,4
0,119,Facebook Messenger,0,0,4
0,119,Facebook Messenger,0,0,4
0,119,Google,0,0,4
0,119,Facebook Messenger,0,0,4
0,120,Facebook Messenger,0,0,4
0,120,Google,0,0,4
0,120,Google Chrome,0,0,4
0,120,Google Chrome,0,0,4
0,121,Google Chrome,0,0,4
0,121,Google Chrome,0,0,4
0,122,Google Chrome,0,0,4
0,122,Google Chrome,0,0,4
0,122,Google Chrome,0,0,4
0,123,Facebook,0,0,4
0,124,Google Chrome,0,0,5
0,124,Google Chrome,0,0,5
0,124,Gmail,0,0,5
0,124,Google Chrome,0,0,5
0,125,Google,0,0,5
0,125,Google Chrome,0,0,5
0,125,Google Chrome,0,0,5
0,126,Google Chrome,0,0,5
0,126,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,127,Gmail,0,0,5
0,127,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,127,Google Chrome,0,0,5
0,128,Google Chrome,0,0,5
0,128,Google,0,0,5
0,128,Google,0,0,5
0,128,Google,0,0,5
0,128,Google,0,0,5
0,128,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google,0,0,5
0,129,Google,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google,0,0,5
0,129,Instagram,0,0,5
0,129,Instagram,0,0,5
0,129,Instagram,0,0,5
0,129,Instagram,0,0,5
0,129,Instagram,0,0,5
0,129,Google,0,0,5
0,129,Google,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google,0,0,5
0,129,Google,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,129,Google Chrome,0,0,5
0,130,Google Chrome,0,0,5
0,130,Google Chrome,0,0,5
0,130,Google,0,0,5
0,130,Google,0,0,5
0,130,Google,0,0,5
0,131,Gmail,0,0,0
0,132,Gmail,0,0,0
0,133,Google,0,0,0
0,133,Google,0,0,1
0,134,Google,0,0,1
0,134,Google,0,0,1
0,134,Google,0,0,1
0,134,Google Chrome,0,0,1
0,142,Facebook,0,0,2
0,145,Google,0,0,3
